id,norm_tab,num_rows,num_columns,total_cells,columns,num_column_items,total_column_cells
nu-1011,"[['_', 'episode', 'timeslot', 'rating', 'share', 'air_date', 'rating', 'viewers', 'weekly_rank', 'rank_num', 'rank_total'], ['1', '""goodbye city...hello country""', '9:00 p.m.', '1.7', '3', '2008-04-30', '1.0/3', '2.37', '89/96', '5', '5'], ['2', '""pigs & cows & sheeps...oh my""', '9:00 p.m.', '1.5', '2', '2008-05-07', '1.0/3', '2.11', '90/97', '5', '5'], ['3', '""wet \'n wild""', '9:00 p.m.', '1.3', '2', '2008-05-14', '0.9/2', '1.96', '90/96', '5', '5'], ['4', '""do-si-do""', '9:00 p.m.', '1.8', '3', '2008-05-28', '0.9/2', '2.44', '75/87', '5', '5'], ['5', '""as country as apple pie""', '9:00 p.m.', '1.3', '2', '2008-06-04', '0.8/2', '2.01', '79/91', '5', '5'], ['6', '""it\'s show time""', '9:00 p.m.', '1.3', '2', '2008-06-11', '0.8/2', '2.04', '76/88', '5', '5'], ['7', '""a family affair""', '9:00 p.m.', '1.5', '3', '2008-06-18', '0.8/2', '2.00', 'tba', '', ''], ['8', '""farmer picks a wife""', '9:00 p.m.', '1.6', '3', '2008-06-25', '1.0/3', '2.45', 'tba', '', '']]",8,11,88," ['air_date', '18_49', 'viewers', 'weekly_rank']",4,32
nu-1054,"[['_', 'title', 'length', 'singer', 'lyricist'], ['1', '""dil ka haal sune dilwaala""', '5:36', 'manna dey', 'shailendra'], ['2', '""ichak dana beechak dana""', '5:08', 'mukesh', 'hasrat jaipuri'], ['3', '""mera juta hai japani""', '4:33', 'mukesh', 'shailendra'], ['4', '""mudh mudh ke na dekh""', '6:34', 'lata mangeshkar', 'shailendra'], ['5', '""o janewale""', '2:20', 'lata mangeshkar', 'hasrat jaipuri'], ['6', '""pyar hua iqrar hua""', '4:22', 'lata mangeshkar', 'shailendra'], ['7', '""ramaiya vastavaiya""', '6:10', 'mohammed rafi', 'shailendra'], ['8', '""sham gayi raat aayi""', '4:00', 'lata mangeshkar', 'hasrat jaipuri']]",8,5,40," ['singers', 'lyricist']",2,16
nu-1078,"[['week', 'opponent', 'date', 'result', 'home_team_score', 'away_team_score', 'attendance'], ['1', 'at detroit lions', '1988-09-04', 'l', 31, 17, 31075], ['2', 'new orleans saints', '1988-09-11', 'l', 29, 21, 48901], ['3', 'at san francisco 49ers', '1988-09-18', 'w', 34, 17, 60168], ['4', 'at dallas cowboys', '1988-09-25', 'l', 26, 20, 39702], ['5', 'seattle seahawks', '1988-10-02', 'l', 31, 20, 28619], ['6', 'los angeles rams', '1988-10-09', 'l', 33, 0, 30852], ['7', 'at denver broncos', '1988-10-16', 'l', 30, 14, 75287], ['8', 'new york giants', '1988-10-23', 'l', 23, 16, 45092], ['9', 'at philadelphia eagles', '1988-10-30', 'w', 27, 24, 60091], ['10', 'green bay packers', '1988-11-06', 'w', 20, 0, 29952], ['11', 'san diego chargers', '1988-11-13', 'l', 10, 7, 26329], ['12', 'at los angeles raiders', '1988-11-20', 'w', 12, 6, 40967], ['13', 'tampa bay buccaneers', '1988-11-27', 'w', 17, 10, 14020], ['14', 'san francisco 49ers', '1988-12-04', 'l', 13, 3, 44048], ['15', 'at los angeles rams', '1988-12-11', 'l', 22, 7, 42828], ['16', 'at new orleans saints', '1988-12-18', 'l', 10, 9, 60566]]",16,7,112," ['date', 'result', 'attendance']",3,48
nu-1100,"[['year', 'competition', 'venue', 'event', 'position', 'notes', 'place', 'round'], ['2000', 'world junior championships', 'santiago, chile', '400 m hurdles', '2nd', '50.52', '', ''], ['2000', 'world junior championships', 'santiago, chile', '4x400 m relay', '4th', '3:07.66', '', ''], ['2005', 'world championships', 'helsinki, finland', '400 m hurdles', '17th', '49.75', 'sf', ''], ['2005', 'world championships', 'helsinki, finland', '4x400 m relay', '13th', '3:04.64', 'h', ''], ['2006', 'commonwealth games', 'melbourne, australia', '400 m hurdles', '7th', '50.51', '', ''], ['2006', 'african championships', 'bambous, mauritius', '400 m hurdles', '4th', '50.96', '', ''], ['2007', 'all-africa games', 'algiers, algeria', '400 m hurdles', '2nd', '48.91', '', ''], ['2007', 'all-africa games', 'algiers, algeria', '4x400 m relay', '8th', 'dnf', '', ''], ['2007', 'world championships', 'osaka, japan', '400 m hurdles', '15th', '49.37', 'sf', ''], ['2008', 'olympic games', 'beijing, china', '400 m hurdles', '12th', '49.44', 'sf', '']]",10,8,80," ['position', 'notes']",2,20
nu-1103,"[['place', 'player', 'country', 'score_1', 'score_2', 'score_3', 'score_4', 'to_par', 'money'], ['1', 'ralph guldahl', 'united states', '72', '68', '70', '69', '-9', '1,500'], ['2', 'sam snead', 'united states', '70', '70', '72', '68', '-8', '800'], ['t3', 'billy burke', 'united states', '69', '72', '71', '70', '-6', '550'], ['t3', 'lawson little', 'united states', '72', '72', '68', '70', '-6', '550'], ['5', 'gene sarazen', 'united states', '73', '66', '72', '72', '-5', '400'], ['6', 'craig wood', 'united states', '72', '73', '71', '68', '-4', '300'], ['7', 'byron nelson', 'united states', '71', '69', '72', '75', '-1', '250'], ['8', 'henry picard', 'united states', '71', '71', '76', '71', '+1', '175'], ['9', 'ben hogan', 'united states', '75', '71', '72', '72', '+2', '125'], ['t10', 'ed dudley', 'united states', '75', '75', '69', '72', '+3', '100'], ['t10', 'toney penna', 'united states', '72', '75', '72', '72', '+3', '100']]",11,9,99," ['score', 'to_par', 'money_']",3,33
nu-1136,"[['rank', 'nation', 'gold', 'silver', 'bronze', 'total'], ['1', 'france', '14', '7', '7', '28'], ['2', 'italy', '12', '8', '10', '30'], ['3', 'slovenia', '5', '4', '3', '12'], ['4', 'spain', '4', '14', '6', '24'], ['5', 'greece', '3', '4', '9', '16'], ['6', 'tunisia', '3', '0', '0', '3'], ['7', 'algeria', '2', '0', '2', '4'], ['8', 'croatia', '0', '3', '3', '6'], ['9', 'egypt', '0', '1', '2', '3']]",9,6,54, [],0,0
nu-1138,"[['rank', 'nation', 'gold', 'silver', 'bronze', 'total'], ['1', 'soviet union', '26', '17', '15', '58'], ['2', 'united states', '22', '18', '11', '51'], ['3', 'east germany', '8', '3', '4', '15'], ['4', 'italy', '4', '4', '6', '14'], ['5', 'japan', '3', '7', '5', '15'], ['6', 'hungary', '3', '6', '6', '15'], ['7', 'west germany', '3', '6', '4', '13'], ['8', 'united kingdom', '3', '4', '7', '14'], ['9', 'poland', '3', '1', '5', '9'], ['10', 'yugoslavia', '3', '1', '1', '5'], ['11', 'netherlands', '1', '1', '2', '4'], ['12', 'austria', '1', '1', '1', '3'], ['12', 'bulgaria', '1', '1', '1', '3'], ['14', 'france', '1', '0', '4', '5'], ['15', 'romania', '0', '4', '2', '6'], ['16', 'cuba', '0', '2', '2', '4'], ['17', 'australia', '0', '1', '0', '1'], ['17', 'czechoslovakia', '0', '1', '0', '1'], ['17', 'greece', '0', '1', '0', '1'], ['17', 'sweden', '0', '1', '0', '1'], ['21', 'canada', '0', '0', '1', '1'], ['21', 'south korea', '0', '0', '1', '1'], ['21', 'madagascar', '0', '0', '1', '1'], ['21', 'panama', '0', '0', '1', '1']]",24,6,144, [],0,0
nu-1157,"[['iteration', 'year', 'location', 'theme', 'start_date', 'end_date'], ['1st', '1972', 'suva, fiji', '""preserving culture""', '2019-05-06', '2019-05-20'], ['2nd', '1976', 'rotorua, new zealand', '""sharing culture""', '2019-03-06', '2019-03-13'], ['3rd', '1980', 'port moresby, papua new guinea', '""pacific awareness""', '2019-06-30', '2019-07-12'], ['4th', '1985', 'tahiti, french polynesia', '""my pacific""', '2019-06-29', '2019-07-15'], ['5th', '1988', 'townsville, australia', '""cultural interchange""', '2019-08-14', '2019-08-24'], ['6th', '1992', 'rarotonga, cook islands', '""seafaring heritage""', '2019-10-16', '2019-10-27'], ['7th', '1996', 'apia, sāmoa', '""unveiling treasures""', '2019-09-08', '2019-09-23'], ['8th', '2000', 'nouméa, new caledonia', '""words of past, present, future""', '2019-10-23', '2019-11-03'], ['9th', '2004', 'koror, palau', '""nurture, regenerate, celebrate""', '2019-07-22', '2019-07-31'], ['10th', '2008', 'pago pago, american samoa', '""threading the oceania ‘ula""', '2019-07-20', '2019-08-02'], ['11th', '2012', 'honiara, solomon islands', '""culture in harmony with nature""', '2019-07-01', '2019-07-14'], ['12th', '2016', 'tumon, guam', '""tba""', 'N/A', 'N/A'], ['13th', '2020', 'tba, hawaii', '""tba""', 'N/A', 'N/A']]",13,6,78, ['dates'],1,13
nu-1189,"[['team_1', 'team_2', 'agg_team1', 'agg_team2', 'agg_score1', 'agg_score2', '1st_leg_score1', '1st_leg_score2', '2nd_leg_score1', '2nd_leg_score2'], ['valladolid promesas', 'elche', '1', '3', '0', '2', '1', '1', '0', '2'], ['peña sport', 'valladolid', '0', '4', '0', '2', '0', '2', '0', '2'], ['algeciras', 'real madrid', '2', '10', '0', '6', '2', '4', '2', '4'], ['real madrid castilla', 'sabadell', '5', '5', '3', '4', '4', '3', '1', '2'], ['leganés', 'eldense', '1', '5', '1', '2', '0', '3', '0', '3'], ['ciempozuelos', 'lleida', '3', '2', '2', '1', '1', '1', '1', '1'], ['alcalá', 'valencia', '1', '10', '1', '3', '0', '7', '0', '7'], ['burgos', 'huesca', '4', '1', '2', '0', '2', '1', '2', '1'], ['ceuta', 'espanyol', '1', '6', '1', '1', '0', '5', '0', '5'], ['atlético baleares', 'cádiz', '2', '3', '1', '0', '1', '3', '1', '3'], ['tudelano', 'sporting gijón', '3', '6', '2', '1', '1', '5', '1', '5'], ['figueres', 'racing santander', '3', '4', '1', '2', '2', '2', '2', '2'], ['carabanchel', 'calvo sotelo', '5', '2', '4', '1', '1', '1', '1', '1'], ['almansa', 'rayo vallecano', '1', '4', '0', '2', '1', '2', '1', '2'], ['osasuna', 'guadalajara', '4', '1', '2', '0', '2', '1', '2', '1'], ['deportivo', 'plasencia', '5', '1', '3', '0', '2', '1', '2', '1'], ['europa', 'málaga', '3', '8', '3', '3', '0', '5', '0', '5'], ['jaén', 'real unión', '1', '4', '1', '1', '0', '3', '0', '3'], ['ontinyent', 'torrejón', '1', '0', '1', '0', '0', '0', '0', '0'], ['girona', 'alcoyano', '5', '1', '3', '0', '2', '1', '2', '1'], ['valencia mestalla', 'sevilla atlético', '4', '2', '3', '0', '1', '2', '1', '2'], ['español raspeig', 'mirandés', '0', '1', '0', '0', '0', '1', '0', '1'], ['toledo', 'badajoz', '3', '3', '2', '0', '1', '3', '1', '3'], ['talavera', 'arosa', '2', '0', '2', '0', '0', '0', '0', '0'], ['sariñena', 'rayo cantabria', '1', '5', '0', '2', '1', '3', '1', '3'], ['san fernando', 'nàstic tarragona', '5', '1', '4', '1', '1', '0', '1', '0'], ['sevilla', 'sant andreu', '4', '1', '2', '0', '2', '1', '2', '1'], ['orihuela', 'alavés', '0', '3', '0', '1', '0', '2', '0', '2'], ['oviedo', 'cultural leonesa', '4', '1', '2', '0', '2', '1', '2', '1'], ['langreo', 'granada', '1', '3', '1', '0', '0', '3', '0', '3'], ['racing ferrol', 'real murcia', '3', '5', '2', '0', '1', '5', '1', '5'], ['levante', 'moscardó', '9', '2', '5', '0', '4', '2', '4', '2'], ['real sociedad', 'xerez', '3', '3', '1', '1', '2', '2', '2', '2'], ['marbella', 'gimnástica torrelavega', '4', '3', '4', '1', '0', '2', '0', '2'], ['córdoba', 'bilbao athletic', '3', '1', '1', '0', '2', '1', '2', '1'], ['recreativo', 'linense', '4', '2', '2', '0', '2', '2', '2', '2'], ['reus', 'zaragoza', '0', '5', '0', '0', '0', '5', '0', '5'], ['celta', 'cartagena', '2', '1', '2', '0', '0', '1', '0', '1'], ['tenerife', 'malgrat', '2', '1', '2', '0', '0', '1', '0', '1'], ['la cava', 'linares', '2', '5', '1', '3', '1', '2', '1', '2'], ['gavà', 'castellón', '2', '3', '1', '1', '1', '2', '1', '2'], ['fabril', 'hércules', '0', '7', '0', '3', '0', '4', '0', '4']]",42,10,420," ['agg', '1st_leg', '2nd_leg']",3,126
nu-1278,"[['locomotive', 'name', 'serial_no', 'livery', 'entered_service_month', 'entered_service_year'], ['9001', 'ernest henry', '1373/918266-3', 'freightcorp', '05', '1994'], ['9002', 'michael wendon', '1374/918266-2', 'freightcorp', '05', '1994'], ['9003', 'matthew ryan', '1375/918266-1', 'freightcorp', '08', '1994'], ['9004', 'kevin nichols', '1376/918266-4', 'freightcorp', '05', '1994'], ['9005', 'kevin barry', '1377/918266-5', 'freightcorp', '05', '1994'], ['9006', 'murray rose', '1378/918266-6', 'freightcorp', '05', '1994'], ['9007', 'dunc gray', '1379/918266-7', 'freightcorp', '05', '1994'], ['9008', 'ralph doubell', '1380/918266-8', 'freightcorp', '08', '1994'], ['9009', 'lionel cox', '1381/918266-9', 'freightcorp', '07', '1994'], ['9010', 'john devitt', '1382/918266-10', 'freightcorp', '07', '1994'], ['9011', 'kevan gosper', '1383/918266-11', 'freightcorp', '07', '1994'], ['9012', 'neil brooks/peter evans/\\nmark kerry/mark tonelli', '1384/918266-12', 'freightcorp', '06', '1994'], ['9013', 'michael diamond', '1385/918266-13', 'freightcorp', '06', '1994'], ['9014', 'peter antonie/stephen hawkins', '1386/918266-14', 'freightcorp', '07', '1994'], ['9015', 'duncan armstrong', '1387/918266-15', 'freightcorp', '07', '1994'], ['9016', 'herb elliott', '1388/918266-16', 'freightcorp', '07', '1994'], ['9017', 'andrew cooper/nicholas green/\\nmichael mckay/james tomkins', '1389/918266-17', 'freightcorp', '06', '1994'], ['9018', 'john konrads', '1390/918266-18', 'freightcorp', '07', '1994'], ['9019', 'dean lukin', '1391/918266-19', 'freightcorp', '07', '1994'], ['9020', 'russell mark', '1392/918266-20', 'freightcorp', '06', '1994'], ['9021', ""ian o'brien"", '1393/918266-21', 'freightcorp', '08', '1994'], ['9022', 'clint robinson', '1394/918266-22', 'freightcorp', '08', '1994'], ['9023', 'robert windle', '1395/918266-23', 'freightcorp', '10', '1994'], ['9024', 'john winter', '1396/918266-24', 'freightcorp', '08', '1994'], ['9025', 'todd woodbridge/mark woodforde', '1397/918266-25', 'freightcorp', '08', '1994'], ['9026', 'david theile', '1398/918266-26', 'freightcorp', '10', '1994'], ['9027', '-', '1399/918266-27', 'freightcorp', '08', '1994'], ['9028', '-', '1400/918266/28', 'freightcorp', '08', '1994'], ['9029', '-', '1401/918266/29', 'freightcorp', '08', '1994'], ['9030', ""australian men's hockey team"", '1402/918266-30', 'freightcorp', '08', '1994'], ['9031', '-', '1403/918266/31', 'freightcorp', '08', '1994'], ['9032', '-', '05-1692', 'pacific national', '11', '2005'], ['9033', '-', '05-1693', 'pacific national', '11', '2005'], ['9034', '-', '05-1694', 'pacific national', '11', '2005'], ['9035', '-', '05-1695', 'pacific national', '11', '2005']]",35,6,210, ['entered_service'],1,35
nu-1283,"[['date', 'event', 'year', 'value'], ['1993-05-21', 'may_20_21_118', 118, 128], ['1997-03-09', 'march_9_120', 120, 130], ['2000-12-25', 'december_25_26_122', 122, 132], ['2004-10-14', 'october_13_14_124', 124, 134], ['2008-08-01', 'august_1_2_126', 126, 136], ['2012-05-20', 'may_20_21_118', 118, 138], ['2016-03-09', 'march_9_120', 120, 140], ['2019-12-26', 'december_25_26_122', 122, 142], ['2023-10-14', 'october_13_14_124', 124, 144], ['2027-08-02', 'august_1_2_126', 126, 146], ['2031-05-21', 'may_20_21_118', 118, 148], ['2035-03-09', 'march_9_120', 120, 150], ['2038-12-26', 'december_25_26_122', 122, 152], ['2042-10-14', 'october_13_14_124', 124, 154], ['2046-08-02', 'august_1_2_126', 126, 156], ['2050-05-20', 'may_20_21_118', 118, ''], ['2054-03-09', 'march_9_120', 120, ''], ['2057-12-26', 'december_25_26_122', 122, ''], ['2061-10-13', 'october_13_14_124', 124, ''], ['2065-08-02', 'august_1_2_126', 126, '']]",20,4,80," ['may_20_21_118', 'march_9_120', 'december_25_26_122', 'october_13_14_124', 'august_1_2_126']",5,100
nu-1285,"[['opponents', 'venue', 'scorers', 'date', 'home_team_goals', 'away_team_goals', 'attendance'], ['nottingham forest', 'h', '', '1950-08-19', 0, 2, 16595], ['port vale', 'a', '', '1950-08-24', 0, 1, 30196], ['torquay united', 'a', 'cowley, parker, roffi, shergold', '1950-08-26', 4, 3, 10276], ['port vale', 'h', 'parker, moore', '1950-08-31', 2, 1, 13537], ['aldershot', 'h', 'roffi 4, parker 2, m.haines', '1950-09-02', 7, 0, 13696], ['watford', 'a', 'parker, moore', '1950-09-07', 2, 0, 9451], ['swindon town', 'a', '', '1950-09-09', 0, 2, 14021], ['watford', 'h', 'newall, m.haines', '1950-09-14', 2, 2, 12116], ['colchester united', 'h', 'parker 2', '1950-09-16', 2, 0, 16021], ['northampton town', 'h', 'parker, moore', '1950-09-21', 2, 2, 13845], ['bristol rovers', 'a', '', '1950-09-23', 0, 1, 19816], ['crystal palace', 'h', 'cowley, moore', '1950-09-30', 2, 4, 10114], ['millwall', 'h', 'moore, beattie', '1950-10-07', 2, 3, 13129], ['bristol city', 'a', 'parker', '1950-10-14', 1, 2, 22930], ['gillingham', 'h', 'shergold', '1950-10-21', 1, 0, 9828], ['bournemouth & boscombe athletic', 'a', '', '1950-10-28', 0, 2, 13466], ['exeter city', 'h', '', '1950-11-04', 0, 3, 10653], ['southend united', 'a', '', '1950-11-11', 0, 3, 9882], ['reading', 'h', 'birch 2, parker, shergold, aston', '1950-11-18', 5, 0, 8529], ['ipswich town', 'h', 'hayward', '1950-12-02', 1, 2, 11496], ['torquay united', 'h', 'parker, shergold', '1950-12-23', 2, 1, 8369], ['walsall', 'a', '', '1950-12-25', 0, 0, 7832], ['walsall', 'h', 'parker, moore, birch', '1950-12-26', 3, 0, 13160], ['aldershot', 'a', 'moore', '1950-12-30', 1, 3, 6291], ['swindon town', 'h', 'shergold, birch', '1951-01-13', 2, 1, 12485], ['colchester united', 'a', 'birch', '1951-01-20', 1, 1, 8230], ['bristol rovers', 'h', 'birch 2', '1951-02-03', 2, 1, 11802], ['plymouth argyle', 'a', 'parker', '1951-02-10', 1, 1, 13408], ['crystal palace', 'a', 'shergold', '1951-02-17', 1, 1, 9990], ['millwall', 'a', 'parker, moore, shergold, beattie', '1951-02-24', 4, 2, 15788], ['bristol city', 'h', '', '1951-03-03', 0, 1, 11494], ['gillingham', 'a', 'birch', '1951-03-10', 1, 0, 9040], ['exeter city', 'a', 'parker, beattie', '1951-03-24', 2, 2, 7565], ['norwich city', 'a', 'birch', '1951-03-26', 1, 2, 35267], ['southend united', 'h', 'moore 2, shergold 2, parker, birch', '1951-03-31', 6, 1, 9544], ['northampton town', 'a', 'moore 2, hayward, parker', '1951-04-05', 4, 1, 6425], ['reading', 'a', '', '1951-04-07', 0, 5, 12939], ['leyton orient', 'a', 'parker, moore, shergold', '1951-04-12', 3, 0, 8270], ['plymouth argyle', 'h', 'parker, moore', '1951-04-14', 2, 0, 11962], ['brighton & hove albion', 'a', 'parker', '1951-04-18', 1, 9, 12114], ['ipswich town', 'a', 'moore', '1951-04-21', 1, 2, 10294], ['norwich city', 'h', 'moore', '1951-04-25', 1, 1, 13862], ['leyton orient', 'h', '', '1951-04-28', 0, 0, 7564], ['bournemouth & boscombe athletic', 'h', 'shergold', '1951-04-30', 1, 0, 5563], ['nottingham forest', 'a', 'parker', '1951-05-02', 1, 2, 21468], ['brighton & hove albion', 'h', 'parker, moore, birch', '1951-05-05', 3, 0, 9274]]",46,7,322," ['date', 'result', 'attendance']",3,138
nu-1298,"[['number', 'name', 'type', 'livery', 'status', 'notes', 'built_year', 'cosmetic_restored_year', 'on_loan_from'], ['', 'brightside', 'yorkshire engine company 0-4-0', 'black', 'under repair', 'currently dismantled for overhaul', '', '', ''], ['6', 'roger h. bennett', 'yorkshire engine company ""janus"" 0-6-0', 'ncb blue', 'operational', '~', '', '', ''], ['d2334', '', 'class 04', 'green', 'under repair', 'stopped at sep 2012 diesel gala after failure', '', '', ''], ['25322', 'tamworth castle', 'class 25', '""ice cream van"" blue', 'static display', 'built in 1967.', '2008', '', ''], ['33021', 'captain charles', 'class 33', 'blue', 'operational', 'built in 1960.', '', '', 'tysley'], ['33102', 'sophie (unofficial)', 'class 33', 'blue', 'operational', 'built in 1960. launched sep 2012 - restoration still being completed although the loco is now in service', '', '2012', ''], ['37407', '', 'class 37', 'transrail grey', 'stored', '~', '', '', ''], ['37424', '', 'class 37', 'transrail grey', 'stored', '~', '', '', ''], ['47524', '', 'class 47', 'rail express systems', 'under restoration', '~', '', '', '']]",9,9,81," ['number', 'name', 'type', 'livery', 'status', 'notes']",6,54
nu-1304,"[['aircraft', 'origin', 'type', 'notes', 'in_service'], ['aero commander 500', 'usa', 'light utility transport', '3 in service with the air wing from 1976 to 1990', '0'], ['beechcraft super king air 350', 'usa', 'light transport', 'in service since 2004', '1'], ['cessna 208 caravan', 'usa', 'light transport', 'in service since 2007', '1'], ['cessna 404 titan', 'usa', 'light transport', '1 in service with the air wing from 1991 to 2008', '0'], ['cessna 421c golden eagle', 'usa', 'light transport', '1 in service with the air wing from 1988 to 2002', '0'], ['partenvia p.68 observer', 'italy', 'light transport aircraft', 'in service since 2009', '1'], ['piper pa-31 navajo', 'usa', 'light transport', 'in service since 1993', '0']]",7,5,35, ['in_service'],1,7
nu-1338,"[['wind', 'auto', 'athlete', 'nationality', 'time', 'location_of_race', 'date'], ['', '', 'andy stanfield', 'united states', '20.6', 'philadelphia, united states', '1951-05-26'], ['', '', 'andy stanfield', 'united states', '20.6', 'los angeles, united states', '1952-06-28'], ['0.0', '', 'thane baker', 'united states', '20.6', 'bakersfield, united states', '1956-06-23'], ['', '20.75', 'bobby morrow', 'united states', '20.6', 'melbourne, australia', '1956-11-27'], ['', '', 'manfred germar', 'west germany', '20.6', 'wuppertal, germany', '1958-10-01'], ['−1.6', '', 'ray norton', 'united states', '20.6', 'berkeley, united states', '1960-03-19'], ['', '', 'ray norton', 'united states', '20.6', 'philadelphia, united states', '1960-04-30'], ['', '', 'peter radford', 'united kingdom', '20.5', 'wolverhampton, united kingdom', '1960-05-28'], ['0.0', '20.75', 'stone johnson', 'united states', '20.5', 'stanford, united states', '1960-07-02'], ['0.0', '', 'ray norton', 'united states', '20.5', 'stanford, united states', '1960-07-02'], ['', '20.65', 'livio berruti', 'italy', '20.5', 'rome, italy', '1960-09-03'], ['', '20.62', 'livio berruti', 'italy', '20.5', 'rome, italy', '1960-09-03'], ['−1.1', '20.67', 'paul drayton', 'united states', '20.5', 'walnut, united states', '1962-06-23'], ['−0.1', '', 'henry carr', 'united states', '20.3', 'tempe, united states', '1963-03-23'], ['0.5', '', 'henry carr', 'united states', '20.2', 'tempe, united states', '1964-04-04'], ['0.0', '', 'tommie smith', 'united states', '20.0', 'sacramento, united states', '1968-06-11'], ['0.9', '19.83a', 'tommie smith', 'united states', '19.8', 'mexico city, mexico', '1968-10-16'], ['0.9', '19.86a', 'donald quarrie', 'jamaica', '19.8', 'cali, colombia', '1971-08-03'], ['1.3', '', 'donald quarrie', 'jamaica', '19.8', 'eugene, oregon, united states', '1975-06-07']]",19,7,133," ['time', 'location_of_race', 'date']",3,57
nu-1416,"[['rank', '1st_m', '2nd_m', 'points', 'name', 'first_name', 'last_name', 'nationality'], ['1', '132.0', '131.5', '274.3', 'matti hautamäki', 'matti', 'hautamäki', 'fin'], ['2', '128.5', '130.5', '264.7', 'tami kiuru', 'tami', 'kiuru', 'fin'], ['3', '127.0', '130.5', '264.0', 'janne ahonen', 'janne', 'ahonen', 'fin'], ['4', '127.0', '130.5', '261.5', 'adam małysz', 'adam', 'małysz', 'pol'], ['5', '126.5', '132.0', '261.3', 'andreas kofler', 'andreas', 'kofler', 'aut'], ['11', '123.5', '128.5', '252.6', 'jakub janda', 'jakub', 'janda', 'cze']]",6,8,48," ['name', 'nationality']",2,12
nu-1435,"[['rank', 'airport', 'passengers_handled', 'change_2011_12'], ['1', 'london heathrow', '828531', '0%'], ['2', 'london gatwick', '607417', '7%'], ['3', 'london stansted', '331607', '3%'], ['4', 'london luton', '276488', '0%'], ['5', 'belfast international', '266987', '8%'], ['6', 'bristol', '239666', '8%'], ['7', 'birmingham', '208123', '2%'], ['8', 'southampton', '173576', '24%'], ['9', 'london city', '158239', '6%'], ['10', 'belfast city', '100003', '4%']]",10,4,40," ['passengers_handled', 'change_2011_12']",2,20
nu-1487,"[['title', 'peak_positions_jpn', 'sales', 'released_date', 'label', 'format'], ['the remixes', '2', '640,000', '1997-09-17', 'avex trax', 'cd'], ['the remixes ii', '5', '300,000', '1998-11-18', 'avex trax', 'cd'], ['super eurobeat presents euro every little thing', '3', '200,000', '2001-09-05', 'avex trax', 'cd'], ['the remixes iii: mix rice plantation', '19', '35,000', '2002-02-27', 'avex trax', 'cd'], ['cyber trance presents elt trance', '16', '60,000', '2002-02-27', 'avex trax', 'cd']]",5,6,30, ['album_details'],1,5
nu-1500,"[['year', 'gp', 'att', 'yds', 'avg', 'long', 'rush_td', 'rec', 'yds1', 'avg1', 'long1', 'rec_td', 'team'], ['1981', '14', '109', '525', '4.8', '28', '3', '46', '329', '7.2', '29', '3', 'san diego chargers'], ['1982', '9', '87', '430', '4.9', '48', '6', '13', '66', '5.1', '12', '0', 'san diego chargers'], ['1983', '15', '127', '516', '4.1', '61', '3', '25', '215', '8.6', '36', '0', 'san diego chargers'], ['1984', '15', '103', '396', '3.8', '33', '2', '34', '268', '7.9', '27', '2', 'cincinnati bengals'], ['1985', '16', '192', '929', '4.8', '39', '7', '55', '576', '10.5', '57', '5', 'cincinnati bengals'], ['1986', '16', '205', '1,087', '5.3', '56', '5', '54', '686', '12.7', '54', '4', 'cincinnati bengals'], ['1987', '9', '94', '280', '3.1', '18', '1', '22', '272', '12.4', '46', '2', 'cincinnati bengals'], ['1988', '15', '182', '931', '5.1', '51', '8', '29', '287', '9.9', '28', '6', 'cincinnati bengals'], ['1989', '16', '221', '1,239', '5.6', '65', '7', '37', '306', '8.3', '25', '2', 'cincinnati bengals'], ['1990', '16', '195', '1,004', '5.1', '56', '5', '26', '269', '10.3', '35', '4', 'cincinnati bengals'], ['1991', '15', '152', '571', '3.8', '25', '2', '40', '348', '8.7', '40', '2', 'cincinnati bengals'], ['1992', '2', '5', '6', '1.2', '4', '0', '0', '0', '0.0', '0', '0', 'tampa bay buccaneers'], ['1992', '4', '13', '38', '2.9', '13', '0', '2', '-1', '-0.5', '4', '0', 'cleveland browns']]",13,13,169, ['team'],1,13
